2005-10-16 20:51,ZT1,102.8046875,102.8046875,102.8046875,102.8046875,0
2005-10-16 20:50,ZT1,102.8046875,102.8125,102.8046875,102.8046875,44
2005-10-16 20:49,ZT1,102.8046875,102.8046875,102.8046875,102.8046875,3
2005-10-16 20:48,ZT1,102.796875,102.8046875,102.796875,102.8046875,48
2005-10-16 20:47,ZT1,102.796875,102.796875,102.796875,102.796875,0
2005-10-16 20:46,ZT1,102.796875,102.796875,102.796875,102.796875,0
2005-10-16 20:45,ZT1,102.796875,102.796875,102.796875,102.796875,0
2005-10-16 20:44,ZT1,102.7890625,102.796875,102.7890625,102.796875,19
2005-10-16 20:43,ZT1,102.796875,102.796875,102.7890625,102.7890625,5
2005-10-16 20:42,ZT1,102.796875,102.796875,102.796875,102.796875,0
2005-10-16 20:41,ZT1,102.796875,102.796875,102.796875,102.796875,0
2005-10-16 20:40,ZT1,102.796875,102.796875,102.796875,102.796875,0
2005-10-16 20:39,ZT1,102.796875,102.796875,102.796875,102.796875,0
2005-10-16 20:38,ZT1,102.796875,102.796875,102.796875,102.796875,0
2005-10-16 20:37,ZT1,102.796875,102.796875,102.796875,102.796875,0
2005-10-16 20:36,ZT1,102.796875,102.796875,102.796875,102.796875,0
2005-10-16 20:35,ZT1,102.796875,102.796875,102.796875,102.796875,0
2005-10-16 20:34,ZT1,102.796875,102.796875,102.796875,102.796875,0
2005-10-16 20:33,ZT1,102.796875,102.796875,102.796875,102.796875,20
2005-10-16 20:32,ZT1,102.796875,102.796875,102.796875,102.796875,0
2005-10-16 20:31,ZT1,102.796875,102.796875,102.796875,102.796875,0
2005-10-16 20:30,ZT1,102.796875,102.796875,102.796875,102.796875,0
2005-10-16 20:29,ZT1,102.796875,102.796875,102.796875,102.796875,0
2005-10-16 20:28,ZT1,102.796875,102.796875,102.796875,102.796875,0
2005-10-16 20:27,ZT1,102.796875,102.796875,102.796875,102.796875,0
2005-10-16 20:26,ZT1,102.796875,102.796875,102.796875,102.796875,0
2005-10-16 20:25,ZT1,102.796875,102.796875,102.796875,102.796875,0
2005-10-16 20:24,ZT1,102.796875,102.796875,102.796875,102.796875,0
2005-10-16 20:23,ZT1,102.7890625,102.796875,102.7890625,102.796875,5
2005-10-16 20:22,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,0
2005-10-16 20:21,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,0
2005-10-16 20:20,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,0
2005-10-16 20:19,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,0
2005-10-16 20:18,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,0
2005-10-16 20:17,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,0
2005-10-16 20:16,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,0
2005-10-16 20:15,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,0
2005-10-16 20:14,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,0
2005-10-16 20:13,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,0
2005-10-16 20:12,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,0
2005-10-16 20:11,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,0
2005-10-16 20:10,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,0
2005-10-16 20:09,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,20
2005-10-16 20:08,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,0
2005-10-16 20:07,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,0
2005-10-16 20:06,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,10
2005-10-16 20:05,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,0
2005-10-16 20:04,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,0
2005-10-16 20:03,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,0
2005-10-16 20:02,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,0
2005-10-16 20:01,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,100
2005-10-16 20:00,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,0
2005-10-16 19:59,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,0
2005-10-16 19:58,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,0
2005-10-16 19:57,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,0
2005-10-16 19:56,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,0
2005-10-16 19:55,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,0
2005-10-16 19:54,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,0
2005-10-16 19:53,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,0
2005-10-16 19:52,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,0
2005-10-16 19:51,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,5
2005-10-16 19:50,ZT1,102.78125,102.7890625,102.78125,102.7890625,5
2005-10-16 19:49,ZT1,102.78125,102.78125,102.78125,102.78125,0
2005-10-16 19:48,ZT1,102.78125,102.78125,102.78125,102.78125,0
2005-10-16 19:47,ZT1,102.78125,102.78125,102.78125,102.78125,0
2005-10-16 19:46,ZT1,102.78125,102.78125,102.78125,102.78125,0
2005-10-16 19:45,ZT1,102.78125,102.78125,102.78125,102.78125,0
2005-10-16 19:44,ZT1,102.78125,102.78125,102.78125,102.78125,0
2005-10-16 19:43,ZT1,102.78125,102.78125,102.78125,102.78125,0
2005-10-16 19:42,ZT1,102.7890625,102.7890625,102.78125,102.78125,5
2005-10-16 19:41,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,0
2005-10-16 19:40,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,0
2005-10-16 19:39,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,0
2005-10-16 19:38,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,0
2005-10-16 19:37,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,0
2005-10-16 19:36,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,0
2005-10-16 19:35,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,0
2005-10-16 19:34,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,0
2005-10-16 19:33,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,0
2005-10-16 19:32,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,0
2005-10-16 19:31,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,0
2005-10-16 19:30,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,0
2005-10-16 19:29,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,0
2005-10-16 19:28,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,0
2005-10-16 19:27,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,0
2005-10-16 19:26,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,0
2005-10-16 19:25,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,0
2005-10-16 19:24,ZT1,102.7890625,102.7890625,102.78125,102.7890625,49
2005-10-16 19:23,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,0
2005-10-16 19:22,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,0
2005-10-16 19:21,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,15
2005-10-16 19:20,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,0
2005-10-16 19:19,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,10
2005-10-16 19:18,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,0
2005-10-16 19:17,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,20
2005-10-16 19:16,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,15
2005-10-16 19:15,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,0
2005-10-16 19:14,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,0
2005-10-16 19:13,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,0
2005-10-16 19:12,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,0
2005-10-16 19:11,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,0
2005-10-16 19:10,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,0
2005-10-16 19:09,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,19
2005-10-16 19:08,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,0
2005-10-16 19:07,ZT1,102.7890625,102.7890625,102.7890625,102.7890625,90
2005-10-16 19:06,ZT1,102.78125,102.7890625,102.78125,102.7890625,85
2005-10-16 19:05,ZT1,102.78125,102.78125,102.78125,102.78125,0
2005-10-16 19:04,ZT1,102.78125,102.78125,102.78125,102.78125,0
2005-10-16 19:03,ZT1,102.78125,102.78125,102.78125,102.78125,0
2005-10-16 19:02,ZT1,102.78125,102.78125,102.78125,102.78125,0
2005-10-16 19:01,ZT1,102.78125,102.78125,102.78125,102.78125,0
